,date,min,max,normal_min,normal_max,precipitation,precipitation_normal
0,18690101,19.0,29.0,29.8,40.6,0.75,0.12
1,18690102,21.0,27.0,29.6,40.4,0.78,0.24
2,18690103,27.0,35.0,29.4,40.3,0.78,0.35
3,18690104,34.0,37.0,29.2,40.1,0.96,0.48
4,18690105,37.0,43.0,29.0,40.0,1.01,0.6
5,18690106,34.0,38.0,28.9,39.9,1.01,0.73
6,18690107,35.0,48.0,28.7,39.7,1.01,0.85
7,18690108,40.0,54.0,28.5,39.6,1.01,0.96
8,18690109,38.0,48.0,28.3,39.5,1.01,1.08
9,18690110,33.0,44.0,28.2,39.5,1.02,1.2
10,18690111,30.0,33.0,28.1,39.4,1.02,1.33
11,18690112,29.0,37.0,27.9,39.3,1.87,1.45
12,18690113,28.0,38.0,27.8,39.2,1.87,1.57
13,18690114,32.0,42.0,27.7,39.2,1.87,1.69
14,18690115,39.0,42.0,27.6,39.2,1.91,1.81
15,18690116,32.0,38.0,27.5,39.1,1.91,1.93
16,18690117,29.0,35.0,27.4,39.1,1.91,2.05
17,18690118,26.0,29.0,27.3,39.1,1.91,2.16
18,18690119,27.0,34.0,27.3,39.1,2.06,2.27
19,18690120,30.0,37.0,27.2,39.1,2.06,2.39
20,18690121,29.0,42.0,27.2,39.1,2.06,2.5
21,18690122,17.0,29.0,27.2,39.1,2.06,2.62
22,18690123,20.0,39.0,27.1,39.2,2.06,2.73
23,18690124,35.0,48.0,27.1,39.2,2.06,2.85
24,18690125,22.0,38.0,27.1,39.3,2.06,2.96
25,18690126,18.0,31.0,27.2,39.3,2.06,3.07
26,18690127,23.0,40.0,27.2,39.4,2.06,3.18
27,18690128,35.0,47.0,27.2,39.5,2.06,3.29
28,18690129,30.0,48.0,27.3,39.6,2.06,3.41
29,18690130,41.0,54.0,27.3,39.7,2.53,3.52
30,18690131,30.0,41.0,27.4,39.8,2.53,3.64
31,18690201,25.0,33.0,27.5,39.9,2.53,3.76
32,18690202,22.0,34.0,27.6,40.0,2.53,3.87
33,18690203,35.0,36.0,27.7,40.1,2.53,3.98
34,18690204,21.0,38.0,27.8,40.3,4.08,4.09
35,18690205,22.0,26.0,27.9,40.4,4.08,4.21
36,18690206,26.0,40.0,28.0,40.6,4.08,4.32
37,18690207,23.0,36.0,28.2,40.7,4.08,4.42
38,18690208,25.0,40.0,28.3,40.9,4.08,4.53
39,18690209,34.0,38.0,28.5,41.0,4.08,4.63
40,18690210,34.0,39.0,28.6,41.2,4.93,4.73
41,18690211,38.0,46.0,28.8,41.4,4.98,4.84
42,18690212,36.0,48.0,28.9,41.6,4.98,4.95
43,18690213,40.0,61.0,29.1,41.8,4.98,5.06
44,18690214,35.0,42.0,29.3,42.0,4.98,5.17
45,18690215,32.0,43.0,29.5,42.1,7.58,5.28
46,18690216,36.0,44.0,29.6,42.3,7.58,5.39
47,18690217,34.0,46.0,29.8,42.6,7.58,5.51
48,18690218,30.0,41.0,30.0,42.8,8.12,5.63
49,18690219,30.0,42.0,30.2,43.0,8.18,5.75
50,18690220,32.0,39.0,30.4,43.2,8.18,5.86
51,18690221,33.0,40.0,30.6,43.4,8.18,5.98
52,18690222,38.0,50.0,30.8,43.6,8.18,6.1
53,18690223,33.0,44.0,31.0,43.9,8.74,6.22
54,18690224,27.0,38.0,31.2,44.1,8.74,6.34
55,18690225,26.0,38.0,31.4,44.3,8.74,6.46
56,18690226,31.0,34.0,31.6,44.6,9.40,6.58
57,18690227,22.0,31.0,31.8,44.8,9.40,6.71
58,18690228,17.0,25.0,32.0,45.1,9.40,6.83
59,18690301,4.0,26.0,32.2,45.3,9.40,6.96
60,18690302,19.0,36.0,32.4,45.6,9.42,7.09
61,18690303,28.0,43.0,32.6,45.8,9.42,7.23
62,18690304,19.0,44.0,32.8,46.1,9.52,7.36
63,18690305,11.0,35.0,33.1,46.4,9.52,7.49
64,18690306,20.0,36.0,33.3,46.6,9.55,7.62
65,18690307,20.0,26.0,33.5,46.9,9.55,7.77
66,18690308,26.0,38.0,33.7,47.2,9.55,7.91
67,18690309,32.0,46.0,33.9,47.5,9.55,8.06
68,18690310,38.0,47.0,34.2,47.8,10.61,8.2
69,18690311,28.0,37.0,34.4,48.1,10.61,8.33
70,18690312,27.0,38.0,34.6,48.4,10.61,8.47
71,18690313,33.0,52.0,34.9,48.7,10.61,8.6
72,18690314,34.0,48.0,35.1,49.0,10.63,8.74
73,18690315,25.0,34.0,35.4,49.3,10.81,8.88
74,18690316,26.0,39.0,35.6,49.7,10.81,9.03
75,18690317,31.0,42.0,35.9,50.0,10.81,9.17
76,18690318,24.0,36.0,36.1,50.3,10.81,9.32
77,18690319,34.0,42.0,36.4,50.7,10.81,9.47
78,18690320,32.0,48.0,36.7,51.0,11.09,9.61
79,18690321,21.0,32.0,37.0,51.4,11.09,9.76
80,18690322,21.0,35.0,37.2,51.8,11.09,9.9
81,18690323,32.0,40.0,37.5,52.1,12.04,10.04
82,18690324,35.0,50.0,37.8,52.5,12.04,10.17
83,18690325,33.0,46.0,38.1,52.9,12.04,10.31
84,18690326,39.0,47.0,38.4,53.3,12.04,10.45
85,18690327,48.0,60.0,38.7,53.7,12.82,10.59
86,18690328,41.0,55.0,39.1,54.1,12.82,10.72
87,18690329,39.0,40.0,39.4,54.5,12.82,10.85
88,18690330,40.0,53.0,39.7,54.9,13.97,10.99
89,18690331,38.0,46.0,40.0,55.3,14.01,11.12
90,18690401,36.0,48.0,40.4,55.8,14.02,11.25
91,18690402,38.0,43.0,40.7,56.2,14.45,11.39
92,18690403,38.0,41.0,41.1,56.6,14.45,11.53
93,18690404,30.0,38.0,41.4,57.0,14.45,11.66
94,18690405,36.0,50.0,41.8,57.5,14.45,11.79
95,18690406,42.0,53.0,42.1,57.9,14.45,11.92
96,18690407,37.0,44.0,42.5,58.3,14.75,12.05
97,18690408,36.0,52.0,42.8,58.8,14.75,12.18
98,18690409,33.0,47.0,43.2,59.2,14.75,12.32
99,18690410,34.0,47.0,43.6,59.6,14.75,12.46
100,18690411,35.0,40.0,43.9,60.1,14.75,12.6
101,18690412,38.0,48.0,44.3,60.5,14.75,12.74
102,18690413,32.0,45.0,44.7,60.9,14.75,12.88
103,18690414,35.0,46.0,45.0,61.3,14.75,13.01
104,18690415,38.0,54.0,45.4,61.8,14.75,13.15
105,18690416,50.0,67.0,45.7,62.2,14.75,13.28
106,18690417,50.0,57.0,46.1,62.6,14.79,13.41
107,18690418,52.0,71.0,46.5,63.0,14.79,13.54
108,18690419,56.0,76.0,46.8,63.4,14.79,13.67
109,18690420,56.0,68.0,47.2,63.8,14.91,13.8
110,18690421,57.0,60.0,47.5,64.2,14.99,13.94
111,18690422,47.0,57.0,47.8,64.5,14.99,14.08
112,18690423,50.0,61.0,48.2,64.9,14.99,14.22
113,18690424,57.0,73.0,48.5,65.3,14.99,14.36
114,18690425,54.0,57.0,48.9,65.6,14.99,14.5
115,18690426,53.0,71.0,49.2,66.0,14.99,14.65
116,18690427,60.0,71.0,49.5,66.3,14.99,14.79
117,18690428,58.0,69.0,49.8,66.6,15.04,14.93
118,18690429,44.0,58.0,50.1,66.9,15.40,15.08
119,18690430,42.0,55.0,50.4,67.3,15.40,15.21
120,18690501,42.0,46.0,50.7,67.6,15.98,15.33
121,18690502,,,51.0,67.9,16.68,15.45
122,18690503,,,51.3,68.1,16.70,15.58
123,18690504,,,51.6,68.4,16.70,15.71
124,18690505,,,51.9,68.7,16.70,15.84
125,18690506,,,52.2,69.0,16.70,15.97
126,18690507,,,52.5,69.2,16.70,16.1
127,18690508,,,52.8,69.5,16.70,16.22
128,18690509,53.0,65.0,53.0,69.7,16.70,16.34
129,18690510,52.0,66.0,53.3,70.0,16.70,16.47
130,18690511,57.0,75.0,53.6,70.2,16.70,16.59
131,18690512,63.0,80.0,53.9,70.5,16.70,16.7
132,18690513,60.0,63.0,54.1,70.7,16.82,16.82
133,18690514,58.0,71.0,54.4,71.0,16.82,16.94
134,18690515,58.0,69.0,54.7,71.2,16.97,17.05
135,18690516,56.0,62.0,55.0,71.4,17.47,17.17
136,18690517,53.0,61.0,55.2,71.7,17.47,17.29
137,18690518,53.0,62.0,55.5,71.9,17.47,17.4
138,18690519,49.0,55.0,55.8,72.1,18.34,17.53
139,18690520,55.0,63.0,56.1,72.4,18.34,17.66
140,18690521,51.0,61.0,56.4,72.6,18.61,17.79
141,18690522,48.0,59.0,56.6,72.8,18.80,17.93
142,18690523,50.0,65.0,56.9,73.1,18.80,18.06
143,18690524,57.0,74.0,57.2,73.3,18.80,18.2
144,18690525,63.0,80.0,57.5,73.6,18.80,18.34
145,18690526,65.0,84.0,57.8,73.8,19.20,18.48
146,18690527,50.0,65.0,58.1,74.1,19.20,18.61
147,18690528,52.0,58.0,58.4,74.3,19.27,18.75
148,18690529,54.0,74.0,58.7,74.6,19.27,18.89
149,18690530,60.0,67.0,59.1,74.9,19.41,19.03
150,18690531,62.0,80.0,59.4,75.2,19.55,19.17
151,18690601,70.0,79.0,59.7,75.4,19.55,19.34
152,18690602,64.0,70.0,60.0,75.7,19.63,19.5
153,18690603,66.0,83.0,60.4,76.0,19.63,19.66
154,18690604,63.0,73.0,60.7,76.3,19.63,19.82
155,18690605,66.0,82.0,61.0,76.6,19.71,19.99
156,18690606,60.0,65.0,61.4,76.9,19.71,20.16
157,18690607,55.0,65.0,61.7,77.2,19.71,20.32
158,18690608,55.0,57.0,62.0,77.5,20.04,20.49
159,18690609,56.0,64.0,62.4,77.8,20.04,20.65
160,18690610,54.0,58.0,62.7,78.1,20.23,20.82
161,18690611,57.0,68.0,63.1,78.4,20.24,20.98
162,18690612,59.0,69.0,63.4,78.7,20.25,21.15
163,18690613,65.0,74.0,63.7,79.0,20.25,21.31
164,18690614,67.0,76.0,64.1,79.3,21.18,21.48
165,18690615,66.0,69.0,64.4,79.7,21.24,21.64
166,18690616,61.0,68.0,64.7,80.0,21.24,21.8
167,18690617,62.0,74.0,65.0,80.3,21.24,21.96
168,18690618,69.0,78.0,65.4,80.6,21.24,22.11
169,18690619,72.0,82.0,65.7,80.8,21.24,22.25
170,18690620,68.0,78.0,66.0,81.1,21.24,22.39
171,18690621,70.0,82.0,66.3,81.4,22.77,22.53
172,18690622,,,66.6,81.7,22.79,22.66
173,18690623,65.0,72.0,66.8,82.0,22.79,22.79
174,18690624,69.0,77.0,67.1,82.2,22.80,22.93
175,18690625,69.0,79.0,67.4,82.5,22.80,23.06
176,18690626,73.0,80.0,67.6,82.7,22.82,23.2
177,18690627,72.0,81.0,67.9,82.9,23.49,23.33
178,18690628,68.0,87.0,68.1,83.2,23.69,23.45
179,18690629,71.0,82.0,68.3,83.4,23.69,23.58
180,18690630,70.0,78.0,68.6,83.6,23.95,23.71
181,18690701,62.0,70.0,68.8,83.8,23.95,23.84
182,18690702,64.0,76.0,68.9,83.9,23.95,23.96
183,18690703,70.0,84.0,69.1,84.1,24.37,24.09
184,18690704,72.0,83.0,69.3,84.3,24.37,24.22
185,18690705,65.0,73.0,69.5,84.4,24.37,24.35
186,18690706,66.0,74.0,69.6,84.5,24.37,24.47
187,18690707,63.0,75.0,69.7,84.7,24.37,24.6
188,18690708,66.0,80.0,69.8,84.8,24.37,24.73
189,18690709,66.0,72.0,70.0,84.9,24.89,24.88
190,18690710,70.0,82.0,70.1,85.0,24.89,25.02
191,18690711,73.0,88.0,70.1,85.0,24.89,25.17
192,18690712,66.0,76.0,70.2,85.1,24.89,25.33
193,18690713,70.0,80.0,70.3,85.1,24.99,25.48
194,18690714,,,70.3,85.2,25.17,25.64
195,18690715,71.0,82.0,70.4,85.2,25.22,25.79
196,18690716,78.0,92.0,70.4,85.2,25.60,25.95
197,18690717,77.0,84.0,70.5,85.3,25.60,26.1
198,18690718,72.0,76.0,70.5,85.3,25.60,26.26
199,18690719,69.0,72.0,70.5,85.3,25.60,26.41
200,18690720,67.0,69.0,70.5,85.3,25.64,26.57
201,18690721,67.0,80.0,70.5,85.2,26.28,26.73
202,18690722,62.0,71.0,70.5,85.2,26.28,26.88
203,18690723,66.0,75.0,70.5,85.2,26.28,27.03
204,18690724,63.0,80.0,70.5,85.2,26.28,27.18
205,18690725,72.0,81.0,70.5,85.1,26.28,27.34
206,18690726,73.0,76.0,70.4,85.1,26.83,27.49
207,18690727,75.0,84.0,70.4,85.0,27.06,27.65
208,18690728,71.0,82.0,70.4,85.0,27.06,27.81
209,18690729,71.0,78.0,70.3,84.9,27.15,27.97
210,18690730,62.0,74.0,70.3,84.9,27.15,28.13
211,18690731,64.0,76.0,70.2,84.8,27.15,28.31
212,18690801,67.0,78.0,70.2,84.7,27.15,28.47
213,18690802,65.0,76.0,70.1,84.7,27.15,28.62
214,18690803,74.0,84.0,70.1,84.6,27.15,28.78
215,18690804,69.0,78.0,70.0,84.5,27.15,28.95
216,18690805,67.0,72.0,70.0,84.5,27.52,29.11
217,18690806,56.0,67.0,69.9,84.4,27.52,29.27
218,18690807,58.0,67.0,69.8,84.3,27.52,29.42
219,18690808,57.0,75.0,69.8,84.2,27.52,29.58
220,18690809,64.0,77.0,69.7,84.2,27.52,29.73
221,18690810,65.0,80.0,69.6,84.1,27.52,29.88
222,18690811,67.0,83.0,69.6,84.0,27.52,30.02
223,18690812,70.0,81.0,69.5,83.9,27.52,30.17
224,18690813,70.0,77.0,69.4,83.8,28.15,30.31
225,18690814,68.0,79.0,69.3,83.7,28.15,30.46
226,18690815,71.0,81.0,69.2,83.6,28.64,30.61
227,18690816,68.0,76.0,69.1,83.5,28.64,30.75
228,18690817,62.0,68.0,69.0,83.4,28.72,30.9
229,18690818,63.0,72.0,68.9,83.3,28.72,31.04
230,18690819,67.0,82.0,68.8,83.2,28.72,31.18
231,18690820,72.0,93.0,68.7,83.0,28.72,31.33
232,18690821,74.0,95.0,68.5,82.9,28.77,31.48
233,18690822,68.0,74.0,68.4,82.8,28.77,31.62
234,18690823,66.0,74.0,68.3,82.6,28.77,31.77
235,18690824,66.0,77.0,68.1,82.5,28.77,31.91
236,18690825,67.0,78.0,68.0,82.3,28.77,32.06
237,18690826,68.0,79.0,67.8,82.1,28.77,32.19
238,18690827,64.0,75.0,67.6,81.9,28.77,32.34
239,18690828,69.0,82.0,67.4,81.7,28.91,32.48
240,18690829,71.0,78.0,67.3,81.5,28.91,32.61
241,18690830,62.0,71.0,67.1,81.3,28.91,32.74
242,18690831,58.0,67.0,66.9,81.1,28.91,32.87
243,18690901,51.0,59.0,66.6,80.9,28.91,33.01
244,18690902,55.0,62.0,66.4,80.7,28.91,33.15
245,18690903,57.0,71.0,66.2,80.4,28.91,33.28
246,18690904,65.0,78.0,65.9,80.1,28.91,33.42
247,18690905,63.0,78.0,65.7,79.9,28.91,33.56
248,18690906,65.0,76.0,65.4,79.6,28.95,33.7
249,18690907,72.0,79.0,65.2,79.3,29.04,33.83
250,18690908,71.0,76.0,64.9,79.0,29.28,33.96
251,18690909,64.0,71.0,64.6,78.7,29.28,34.1
252,18690910,57.0,68.0,64.3,78.4,29.28,34.24
253,18690911,58.0,71.0,64.0,78.0,29.28,34.38
254,18690912,59.0,73.0,63.7,77.7,29.28,34.51
255,18690913,64.0,77.0,63.4,77.4,29.28,34.65
256,18690914,64.0,73.0,63.0,77.0,29.28,34.8
257,18690915,61.0,72.0,62.7,76.6,29.28,34.95
258,18690916,63.0,76.0,62.4,76.3,29.28,35.11
259,18690917,65.0,66.0,62.0,75.9,30.01,35.26
260,18690918,62.0,66.0,61.7,75.5,30.01,35.41
261,18690919,63.0,75.0,61.3,75.1,30.01,35.57
262,18690920,67.0,86.0,60.9,74.7,30.01,35.72
263,18690921,64.0,73.0,60.6,74.3,30.02,35.87
264,18690922,61.0,64.0,60.2,73.9,30.32,36.01
265,18690923,62.0,68.0,59.8,73.5,30.32,36.15
266,18690924,61.0,71.0,59.5,73.1,30.32,36.29
267,18690925,63.0,71.0,59.1,72.7,30.32,36.43
268,18690926,58.0,71.0,58.7,72.3,30.37,36.57
269,18690927,50.0,58.0,58.3,71.9,31.72,36.72
270,18690928,46.0,56.0,57.9,71.5,31.72,36.87
271,18690929,51.0,65.0,57.5,71.0,31.72,37.02
272,18690930,55.0,70.0,57.2,70.6,31.72,37.18
273,18691001,55.0,74.0,56.8,70.2,31.72,37.32
274,18691002,55.0,70.0,56.4,69.8,31.73,37.47
275,18691003,62.0,71.0,56.0,69.4,33.57,37.61
276,18691004,54.0,70.0,55.6,69.0,35.63,37.75
277,18691005,50.0,59.0,55.3,68.6,35.63,37.9
278,18691006,46.0,61.0,54.9,68.2,35.63,38.04
279,18691007,48.0,63.0,54.5,67.8,35.63,38.19
280,18691008,53.0,70.0,54.1,67.4,35.63,38.34
281,18691009,52.0,66.0,53.8,67.0,35.63,38.49
282,18691010,58.0,69.0,53.4,66.6,36.90,38.63
283,18691011,53.0,63.0,53.0,66.2,36.90,38.77
284,18691012,53.0,64.0,52.7,65.8,36.90,38.91
285,18691013,46.0,64.0,52.3,65.5,37.34,39.04
286,18691014,42.0,58.0,52.0,65.1,37.34,39.18
287,18691015,51.0,61.0,51.6,64.7,37.64,39.33
288,18691016,44.0,53.0,51.3,64.4,37.65,39.47
289,18691017,40.0,59.0,50.9,64.0,37.65,39.62
290,18691018,45.0,53.0,50.6,63.6,37.65,39.76
291,18691019,41.0,49.0,50.3,63.3,37.65,39.91
292,18691020,37.0,48.0,49.9,62.9,37.65,40.05
293,18691021,38.0,52.0,49.6,62.6,37.65,40.2
294,18691022,38.0,58.0,49.3,62.3,37.65,40.35
295,18691023,47.0,62.0,48.9,61.9,38.16,40.49
296,18691024,41.0,60.0,48.6,61.6,38.16,40.63
297,18691025,36.0,45.0,48.3,61.2,38.16,40.78
298,18691026,30.0,47.0,48.0,60.9,38.16,40.92
299,18691027,30.0,39.0,47.7,60.6,38.16,41.05
300,18691028,35.0,44.0,47.4,60.2,38.17,41.18
301,18691029,38.0,46.0,47.1,59.9,38.20,41.31
302,18691030,34.0,40.0,46.7,59.6,38.20,41.44
303,18691031,32.0,41.0,46.4,59.2,38.20,41.56
304,18691101,30.0,41.0,46.1,58.9,38.20,41.68
305,18691102,38.0,50.0,45.8,58.6,38.20,41.8
306,18691103,40.0,52.0,45.5,58.2,38.20,41.92
307,18691104,42.0,61.0,45.3,57.9,38.20,42.04
308,18691105,47.0,53.0,45.0,57.6,38.22,42.15
309,18691106,42.0,48.0,44.7,57.2,38.22,42.27
310,18691107,31.0,43.0,44.4,56.9,38.22,42.38
311,18691108,31.0,39.0,44.1,56.6,38.22,42.5
312,18691109,35.0,44.0,43.8,56.2,38.22,42.62
313,18691110,31.0,41.0,43.5,55.9,38.22,42.74
314,18691111,34.0,43.0,43.2,55.6,38.22,42.85
315,18691112,36.0,43.0,42.9,55.2,38.22,42.96
316,18691113,37.0,46.0,42.7,54.9,38.22,43.07
317,18691114,35.0,40.0,42.4,54.5,38.22,43.18
318,18691115,33.0,37.0,42.1,54.2,38.22,43.29
319,18691116,32.0,42.0,41.8,53.9,38.22,43.4
320,18691117,36.0,58.0,41.5,53.5,39.12,43.52
321,18691118,37.0,42.0,41.3,53.2,39.12,43.63
322,18691119,34.0,52.0,41.0,52.8,39.13,43.75
323,18691120,43.0,56.0,40.7,52.5,39.31,43.87
324,18691121,35.0,44.0,40.4,52.1,39.31,43.99
325,18691122,32.0,43.0,40.2,51.8,39.31,44.11
326,18691123,42.0,47.0,39.9,51.4,39.39,44.23
327,18691124,29.0,45.0,39.6,51.1,40.07,44.35
328,18691125,26.0,36.0,39.3,50.7,40.07,44.48
329,18691126,28.0,40.0,39.1,50.4,40.07,44.61
330,18691127,37.0,43.0,38.8,50.0,40.21,44.74
331,18691128,34.0,40.0,38.5,49.7,40.21,44.87
332,18691129,33.0,45.0,38.3,49.4,40.21,45.0
333,18691130,45.0,57.0,38.0,49.0,40.23,45.14
334,18691201,33.0,62.0,37.7,48.7,40.30,45.28
335,18691202,24.0,33.0,37.5,48.4,40.30,45.43
336,18691203,16.0,29.0,37.2,48.0,40.33,45.58
337,18691204,15.0,37.0,36.9,47.7,40.33,45.73
338,18691205,35.0,39.0,36.7,47.4,40.41,45.88
339,18691206,21.0,34.0,36.4,47.1,41.12,46.03
340,18691207,14.0,26.0,36.1,46.7,41.12,46.18
341,18691208,22.0,34.0,35.9,46.4,41.12,46.33
342,18691209,25.0,39.0,35.6,46.1,41.12,46.47
343,18691210,17.0,44.0,35.3,45.8,41.12,46.63
344,18691211,25.0,45.0,35.1,45.5,41.12,46.77
345,18691212,32.0,42.0,34.8,45.2,41.12,46.92
346,18691213,30.0,42.0,34.5,44.9,41.12,47.06
347,18691214,26.0,32.0,34.3,44.6,41.12,47.21
348,18691215,24.0,36.0,34.0,44.3,41.12,47.35
349,18691216,37.0,49.0,33.8,44.1,41.72,47.49
350,18691217,35.0,42.0,33.5,43.8,41.72,47.63
351,18691218,33.0,44.0,33.2,43.5,42.42,47.78
352,18691219,32.0,37.0,33.0,43.3,42.44,47.92
353,18691220,28.0,33.0,32.7,43.0,42.44,48.06
354,18691221,27.0,37.0,32.5,42.8,42.45,48.2
355,18691222,31.0,56.0,32.2,42.5,43.45,48.34
356,18691223,29.0,48.0,32.0,42.3,43.45,48.48
357,18691224,27.0,36.0,31.7,42.1,43.45,48.62
358,18691225,29.0,36.0,31.5,41.9,43.49,48.76
359,18691226,34.0,47.0,31.2,41.7,44.63,48.88
360,18691227,41.0,46.0,31.0,41.5,45.02,49.01
361,18691228,40.0,49.0,30.7,41.3,45.25,49.14
362,18691229,37.0,40.0,30.5,41.1,45.25,49.27
363,18691230,35.0,46.0,30.3,40.9,45.25,49.4
364,18691231,37.0,46.0,30.1,40.7,45.25,49.52
365,18700101,34.0,43.0,29.8,40.6,0.08,0.12
366,18700102,38.0,54.0,29.6,40.4,1.26,0.24
367,18700103,35.0,41.0,29.4,40.3,1.26,0.35
368,18700104,29.0,35.0,29.2,40.1,1.26,0.48
369,18700105,27.0,34.0,29.0,40.0,1.26,0.6
370,18700106,31.0,44.0,28.9,39.9,1.32,0.73
371,18700107,26.0,35.0,28.7,39.7,1.43,0.85
372,18700108,18.0,34.0,28.5,39.6,1.53,0.96
373,18700109,17.0,28.0,28.3,39.5,1.53,1.08
374,18700110,26.0,37.0,28.2,39.5,1.53,1.2
375,18700111,30.0,46.0,28.1,39.4,1.53,1.33
376,18700112,42.0,50.0,27.9,39.3,1.53,1.45
377,18700113,31.0,52.0,27.8,39.2,1.53,1.57
378,18700114,18.0,30.0,27.7,39.2,1.56,1.69
379,18700115,30.0,49.0,27.6,39.2,1.88,1.81
380,18700116,38.0,46.0,27.5,39.1,1.88,1.93
381,18700117,37.0,56.0,27.4,39.1,2.03,2.05
382,18700118,36.0,46.0,27.3,39.1,2.03,2.16
383,18700119,30.0,42.0,27.3,39.1,2.03,2.27
384,18700120,28.0,45.0,27.2,39.1,2.03,2.39
385,18700121,32.0,43.0,27.2,39.1,2.03,2.5
386,18700122,31.0,44.0,27.2,39.1,2.03,2.62
387,18700123,44.0,58.0,27.1,39.2,2.06,2.73
388,18700124,35.0,49.0,27.1,39.2,2.11,2.85
389,18700125,36.0,48.0,27.1,39.3,3.44,2.96
390,18700126,36.0,54.0,27.2,39.3,3.44,3.07
391,18700127,36.0,51.0,27.2,39.4,3.44,3.18
392,18700128,31.0,42.0,27.2,39.5,3.44,3.29
393,18700129,32.0,41.0,27.3,39.6,4.37,3.41
394,18700130,,,27.3,39.7,4.37,3.52
395,18700131,,,27.4,39.8,4.41,3.64
396,18700201,23.0,35.0,27.5,39.9,4.41,3.76
397,18700202,23.0,42.0,27.6,40.0,4.41,3.87
398,18700203,24.0,37.0,27.7,40.1,4.41,3.98
399,18700204,18.0,25.0,27.8,40.3,4.41,4.09
400,18700205,21.0,31.0,27.9,40.4,4.41,4.21
401,18700206,27.0,35.0,28.0,40.6,4.41,4.32
402,18700207,28.0,39.0,28.2,40.7,4.41,4.42
403,18700208,28.0,32.0,28.3,40.9,5.23,4.53
404,18700209,27.0,34.0,28.5,41.0,5.23,4.63
405,18700210,27.0,37.0,28.6,41.2,5.23,4.73
406,18700211,23.0,37.0,28.8,41.4,5.23,4.84
407,18700212,30.0,46.0,28.9,41.6,5.26,4.95
408,18700213,24.0,35.0,29.1,41.8,5.26,5.06
409,18700214,24.0,47.0,29.3,42.0,5.66,5.17
410,18700215,35.0,47.0,29.5,42.1,6.08,5.28
411,18700216,32.0,43.0,29.6,42.3,6.08,5.39
412,18700217,30.0,46.0,29.8,42.6,6.08,5.51
413,18700218,32.0,52.0,30.0,42.8,6.49,5.63
414,18700219,26.0,33.0,30.2,43.0,6.49,5.75
415,18700220,,,30.4,43.2,7.06,5.86
416,18700221,,,30.6,43.4,7.06,5.98
417,18700222,10.0,22.0,30.8,43.6,7.06,6.1
418,18700223,19.0,38.0,31.0,43.9,7.06,6.22
419,18700224,16.0,33.0,31.2,44.1,7.06,6.34
420,18700225,13.0,31.0,31.4,44.3,7.06,6.46
421,18700226,28.0,37.0,31.6,44.6,7.06,6.58
422,18700227,28.0,33.0,31.8,44.8,7.09,6.71
423,18700228,28.0,38.0,32.0,45.1,7.24,6.83
424,18700301,32.0,38.0,32.2,45.3,7.24,6.96
425,18700302,23.0,32.0,32.4,45.6,7.24,7.09
426,18700303,22.0,33.0,32.6,45.8,7.24,7.23
427,18700304,19.0,30.0,32.8,46.1,7.28,7.36
428,18700305,23.0,30.0,33.1,46.4,7.30,7.49
429,18700306,21.0,36.0,33.3,46.6,7.37,7.62
430,18700307,29.0,32.0,33.5,46.9,7.87,7.77
431,18700308,28.0,34.0,33.7,47.2,7.87,7.91
432,18700309,25.0,35.0,33.9,47.5,7.87,8.06
433,18700310,26.0,40.0,34.2,47.8,7.87,8.2
434,18700311,24.0,39.0,34.4,48.1,7.87,8.33
435,18700312,25.0,31.0,34.6,48.4,7.93,8.47
436,18700313,26.0,29.0,34.9,48.7,8.38,8.6
437,18700314,27.0,38.0,35.1,49.0,8.38,8.74
438,18700315,28.0,44.0,35.4,49.3,8.38,8.88
439,18700316,24.0,42.0,35.6,49.7,9.28,9.03
440,18700317,19.0,31.0,35.9,50.0,9.29,9.17
441,18700318,30.0,38.0,36.1,50.3,9.29,9.32
442,18700319,28.0,45.0,36.4,50.7,9.29,9.47
443,18700320,33.0,49.0,36.7,51.0,9.29,9.61
444,18700321,38.0,56.0,37.0,51.4,9.33,9.76
445,18700322,39.0,49.0,37.2,51.8,9.33,9.9
446,18700323,31.0,39.0,37.5,52.1,9.33,10.04
447,18700324,31.0,41.0,37.8,52.5,9.33,10.17
448,18700325,27.0,44.0,38.1,52.9,9.33,10.31
449,18700326,28.0,43.0,38.4,53.3,9.33,10.45
450,18700327,36.0,45.0,38.7,53.7,10.46,10.59
451,18700328,40.0,47.0,39.1,54.1,10.57,10.72
452,18700329,39.0,49.0,39.4,54.5,10.57,10.85
453,18700330,40.0,50.0,39.7,54.9,10.57,10.99
454,18700331,42.0,51.0,40.0,55.3,10.57,11.12
455,18700401,41.0,51.0,40.4,55.8,10.57,11.25
456,18700402,37.0,46.0,40.7,56.2,11.49,11.39
457,18700403,36.0,46.0,41.1,56.6,11.71,11.53
458,18700404,33.0,35.0,41.4,57.0,12.14,11.66
459,18700405,33.0,38.0,41.8,57.5,13.01,11.79
460,18700406,34.0,47.0,42.1,57.9,13.18,11.92
461,18700407,38.0,52.0,42.5,58.3,13.18,12.05
462,18700408,43.0,65.0,42.8,58.8,13.18,12.18
463,18700409,44.0,66.0,43.2,59.2,13.18,12.32
464,18700410,44.0,60.0,43.6,59.6,13.18,12.46
465,18700411,44.0,48.0,43.9,60.1,13.75,12.6
466,18700412,46.0,64.0,44.3,60.5,13.92,12.74
467,18700413,45.0,68.0,44.7,60.9,13.92,12.88
